,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
600,41,69,3.3,12,865,250.0,5,100
601,5,23,4.1,1848,1491,700.0,6,34
602,72,69,3.8,210,2476,400.0,5,46
603,32,69,3.6,29,1648,450.0,6,90
604,63,69,4.0,703,1648,400.0,1,41
605,31,69,3.8,261,976,550.0,1,32
606,5,69,0.0,0,865,400.0,5,0
607,84,69,3.5,34,479,300.0,3,88
608,12,45,4.2,521,2006,2500.0,1,54
609,5,35,4.2,1434,1164,400.0,1,44
610,20,23,3.8,278,510,1100.0,1,38
611,94,7,4.1,338,1838,1500.0,1,48
612,35,7,3.9,932,845,1600.0,1,38
613,31,80,3.3,10,313,0.0,5,100
615,78,14,4.2,576,390,400.0,6,53
616,35,14,4.2,914,457,800.0,5,48
617,45,35,4.6,48,830,200.0,6,90
618,31,5,4.5,779,11,1200.0,6,81
619,45,23,4.5,361,2547,1200.0,6,67
620,45,7,0.0,0,1533,1300.0,1,0
621,44,23,4.5,412,2206,1000.0,1,64
622,58,69,3.6,16,2463,300.0,6,100
623,45,23,3.9,227,633,800.0,6,46
624,22,34,0.0,0,479,0.0,5,0
625,4,69,3.9,42,1581,400.0,6,86
626,5,80,4.2,398,1856,0.0,6,47
627,73,24,4.4,230,1581,1300.0,6,67
628,93,23,2.4,325,2224,1300.0,1,14
629,5,69,3.7,310,2464,150.0,5,36
630,29,35,4.4,319,815,200.0,1,58
631,44,72,3.9,111,2553,700.0,1,64
632,94,24,3.9,762,2028,900.0,6,37
633,36,7,3.9,297,1745,900.0,6,41
634,34,34,4.1,490,283,0.0,1,46
635,84,69,3.6,91,1344,300.0,5,86
636,41,34,3.2,32,264,0.0,5,91
637,41,24,4.5,1688,1205,1300.0,1,64
638,44,1,4.4,813,105,700.0,1,56
639,2,67,3.8,29,720,1500.0,1,83
640,31,24,3.7,204,2149,1200.0,1,33
641,5,69,4.0,813,682,600.0,6,53
642,94,69,3.8,476,1863,300.0,6,56
643,93,0,3.5,50,93,300.0,3,60
644,52,23,3.8,461,1656,500.0,1,15
645,90,34,3.4,15,2239,0.0,5,100
646,5,14,4.2,209,430,700.0,5,60
647,94,23,4.1,87,1326,650.0,6,70
648,51,23,4.0,41,1684,1000.0,6,76
649,58,57,4.0,835,1069,2700.0,1,38
650,41,24,4.2,448,280,1300.0,1,55
651,2,23,4.0,1249,656,1000.0,7,23
652,5,69,3.9,52,2351,200.0,5,60
653,78,69,4.0,1038,1468,250.0,5,50
654,94,23,4.1,185,1824,1400.0,1,61
655,34,34,0.0,0,865,0.0,3,0
656,5,80,4.0,69,1517,0.0,3,84
657,56,7,4.0,852,1207,1300.0,6,44
658,13,69,4.1,1126,2183,600.0,5,29
659,66,7,4.0,307,1816,1300.0,6,59
660,5,69,4.0,975,2381,500.0,1,28
661,41,34,3.4,30,1648,0.0,5,90
662,67,14,3.3,14,416,350.0,6,72
663,78,25,4.3,547,65,2000.0,6,77
664,32,69,3.9,45,2351,200.0,3,83
665,36,69,3.6,226,603,400.0,1,53
666,33,35,4.2,301,818,300.0,5,53
667,44,69,4.0,712,2166,300.0,5,31
668,2,23,3.9,778,2348,1200.0,1,24
669,7,69,0.0,0,2463,100.0,3,0
670,44,0,4.1,317,93,300.0,5,57
671,92,80,0.0,0,874,0.0,3,0
672,45,69,0.0,0,1634,1050.0,6,0
673,5,10,4.2,86,168,200.0,3,68
674,90,34,0.0,0,1517,0.0,6,0
675,34,34,4.4,950,888,0.0,5,57
676,94,34,3.9,152,2006,0.0,5,57
677,64,69,3.7,87,2012,600.0,6,73
678,28,69,4.3,470,865,200.0,3,41
679,42,23,3.9,493,2132,600.0,1,39
680,42,23,4.0,290,1226,1500.0,1,51
681,98,23,4.3,309,1511,1200.0,1,58
682,51,23,4.3,525,1741,1050.0,1,72
683,44,7,4.1,149,1609,1700.0,1,65
684,94,24,3.9,751,75,1200.0,1,29
685,37,80,4.1,177,2284,0.0,8,48
686,4,80,4.3,70,200,0.0,3,92
687,42,69,3.8,33,2198,400.0,6,77
688,32,69,4.2,61,905,300.0,3,92
689,90,34,3.4,16,479,0.0,5,100
690,77,69,3.9,230,2351,350.0,6,32
691,51,57,4.1,111,1529,1900.0,1,85
692,41,69,4.2,335,1980,550.0,6,82
693,32,5,3.9,159,1097,1200.0,1,57
694,41,15,3.8,37,342,1000.0,1,75
695,2,76,3.9,200,1451,350.0,1,31
696,86,47,4.2,54,818,200.0,6,81
697,90,23,3.8,251,1581,600.0,1,49
698,24,23,3.8,597,1157,700.0,1,40
699,5,69,4.1,67,2484,500.0,6,62
700,61,69,3.6,22,1951,300.0,3,91
701,5,18,4.1,59,1902,1400.0,6,85
702,73,34,3.5,28,1326,0.0,5,92
703,34,80,4.1,53,1581,0.0,3,78
705,45,23,3.6,21,1338,500.0,1,61
706,5,7,4.0,866,850,1700.0,1,35
708,36,34,0.0,0,1648,0.0,6,0
709,98,24,4.0,831,1262,1100.0,1,28
710,80,7,0.0,0,1195,1800.0,1,0
711,90,23,4.0,36,1517,600.0,5,81
712,90,80,0.0,0,2297,0.0,6,0
713,31,69,3.6,34,479,550.0,6,58
714,24,80,3.8,28,2463,0.0,5,65
715,41,23,4.1,3384,1658,800.0,1,57
716,67,23,2.4,643,1767,1000.0,1,14
717,44,69,3.7,1681,21,400.0,1,27
718,61,2,4.4,387,106,300.0,1,58
719,80,24,3.6,521,2035,1500.0,1,11
720,92,69,0.0,0,315,500.0,3,0
721,53,24,4.4,1160,1419,1300.0,1,62
722,75,69,3.7,58,1326,300.0,3,71
723,17,57,4.0,193,1674,1800.0,1,46
724,96,34,4.4,49,1763,0.0,5,47
725,90,74,3.6,366,2205,400.0,7,40
726,17,23,3.9,335,1619,1400.0,1,39
727,90,35,4.2,209,1164,300.0,1,51
728,45,14,4.2,1059,434,950.0,6,49
729,2,7,4.1,425,1274,1200.0,6,52
730,84,34,3.9,40,2246,0.0,1,92
731,78,67,4.0,133,761,1600.0,1,53
732,90,23,4.1,996,2006,1200.0,1,51
733,31,69,3.5,30,1581,400.0,5,97
734,32,69,3.9,110,1283,500.0,6,72
735,84,23,3.9,557,598,800.0,1,37
736,94,69,3.9,117,2504,500.0,6,42
737,34,34,3.5,17,1108,0.0,5,82
738,36,69,3.5,15,2351,150.0,3,80
739,90,14,4.0,571,471,300.0,6,49
740,94,23,3.7,271,1517,600.0,6,40
741,84,69,2.4,224,200,300.0,5,47
742,59,69,0.0,0,1501,500.0,6,0
743,67,34,0.0,0,1951,0.0,3,0
744,5,24,4.0,575,1237,700.0,6,35
745,41,69,3.4,18,1396,300.0,3,100
746,94,69,3.8,65,1517,200.0,1,75
747,2,24,4.3,2285,860,1400.0,1,32
748,90,14,4.2,875,382,600.0,6,46
749,67,23,0.0,0,1517,800.0,6,0
750,35,7,4.0,1089,5,1100.0,1,31
751,41,34,0.0,0,1517,0.0,1,0
752,41,34,0.0,0,258,0.0,1,0
753,45,23,3.7,580,630,1100.0,1,23
754,33,35,4.1,600,818,400.0,1,39
755,87,80,0.0,0,1493,0.0,6,0
756,94,13,3.4,31,2066,400.0,3,41
757,55,23,3.5,19,1942,800.0,6,79
758,50,23,3.8,20,589,1000.0,3,90
759,41,69,3.9,79,1594,500.0,6,95
760,32,23,3.9,80,1581,800.0,6,63
761,26,69,3.8,136,1047,200.0,3,95
762,53,23,3.6,262,1824,1500.0,1,43
763,94,23,3.8,172,1296,1000.0,6,73
764,84,69,3.7,434,251,500.0,1,45
765,90,24,4.1,1678,19,1700.0,1,31
766,90,69,3.7,201,865,400.0,1,28
767,75,69,3.8,65,648,300.0,3,75
768,89,69,4.1,257,1391,200.0,5,46
769,61,69,4.3,0,1269,600.0,6,0
770,90,23,3.6,70,1981,550.0,1,49
771,36,69,3.6,135,1517,300.0,9,33
772,90,35,0.0,0,1158,150.0,5,0
773,61,69,3.5,13,1047,300.0,6,100
774,94,7,4.3,292,1895,1400.0,1,60
775,49,69,4.1,619,307,200.0,5,39
776,90,34,4.1,55,200,0.0,5,74
777,44,7,4.2,317,783,2000.0,1,71
778,62,43,3.8,811,2016,2000.0,1,27
779,75,23,3.4,44,1396,150.0,3,49
780,12,7,3.9,157,839,1700.0,1,51
781,5,80,3.4,20,1517,0.0,1,80
782,41,34,0.0,0,2198,0.0,5,0
783,37,34,0.0,0,2289,0.0,2,0
784,83,69,3.4,16,1951,350.0,6,88
785,37,69,3.9,54,44,500.0,6,67
786,42,69,3.7,38,2536,300.0,5,81
787,56,69,3.6,30,2463,100.0,3,97
788,94,69,3.8,50,1542,450.0,6,88
789,45,7,4.1,496,799,1500.0,6,44
790,46,34,4.0,976,888,0.0,9,47
791,75,69,4.0,421,1365,450.0,1,42
792,5,23,3.8,701,2378,600.0,5,29
793,36,23,3.7,1037,267,600.0,1,39
794,94,23,3.3,15,1517,250.0,3,93
795,7,24,4.3,298,2022,800.0,1,61
796,66,69,4.4,394,700,400.0,1,59
797,64,23,4.1,67,1365,600.0,9,43
798,58,34,4.0,19,110,0.0,5,0
799,42,23,4.1,68,1583,700.0,3,83
800,9,69,3.8,178,874,400.0,5,85
801,9,23,3.6,444,640,800.0,1,22
802,32,47,3.6,24,1431,400.0,6,92
803,45,69,3.9,873,1788,600.0,6,43
804,41,7,3.6,364,1916,1400.0,1,39
805,94,23,4.2,350,2063,700.0,6,63
806,80,0,4.5,334,93,100.0,5,52
807,19,50,4.6,315,1855,400.0,6,64
808,31,34,3.9,466,2557,0.0,1,27
809,80,10,4.1,52,189,200.0,6,90
810,22,34,0.0,0,1517,0.0,3,0
811,41,23,0.0,0,2318,450.0,3,0
812,92,80,0.0,0,2463,0.0,5,0
813,90,69,0.0,0,1300,200.0,1,0
814,41,34,3.9,58,1135,0.0,3,58
815,45,69,4.0,53,42,600.0,1,36
816,37,14,3.6,70,1213,400.0,3,80
817,34,34,3.8,12,1517,0.0,5,92
818,84,69,3.4,25,1326,300.0,3,84
819,94,34,3.6,49,330,0.0,5,92
820,94,69,3.6,40,1866,400.0,1,86
821,2,35,4.4,594,814,300.0,1,58
822,45,69,3.8,134,1517,350.0,3,52
823,20,23,4.0,295,1326,600.0,6,52
824,5,14,3.4,14,388,300.0,6,79
825,41,34,0.0,0,479,0.0,1,0
826,36,69,3.8,242,2233,450.0,1,54
827,41,69,3.9,81,988,600.0,5,86
828,35,24,4.2,1695,687,1100.0,8,58
829,90,69,3.8,270,2246,400.0,1,29
830,94,69,4.1,448,1365,400.0,6,53
831,28,14,4.2,205,181,500.0,3,51
832,94,69,3.5,93,865,400.0,3,74
833,37,23,3.6,1023,1581,450.0,3,47
834,42,69,3.8,666,577,300.0,1,50
835,32,7,4.4,457,812,2000.0,1,66
836,41,24,3.5,424,776,800.0,6,27
837,84,23,4.1,478,1805,800.0,6,36
838,5,69,3.4,392,985,400.0,7,22
839,80,69,0.0,0,1326,550.0,5,0
840,30,7,3.9,169,729,1300.0,1,56
841,8,7,4.0,60,1625,1300.0,6,44
842,12,45,4.3,196,550,3000.0,1,57
843,28,69,3.9,355,874,300.0,1,25
844,37,23,3.6,358,278,600.0,1,45
845,84,23,3.7,527,1584,1200.0,1,27
846,45,14,4.0,687,404,550.0,6,39
847,0,23,3.6,262,1805,550.0,1,46
848,23,23,3.2,407,1781,800.0,8,34
849,66,69,0.0,0,2296,750.0,6,0
850,41,80,4.1,22,1517,0.0,5,91
851,75,35,4.0,61,1159,300.0,6,56
852,26,24,3.8,42,1581,1100.0,1,52
853,75,69,0.0,0,1396,150.0,3,0
854,78,1,4.0,233,98,250.0,1,46
855,6,23,2.5,610,1767,1400.0,1,10
856,95,3,4.1,191,107,650.0,5,51
857,58,58,4.0,1085,1090,2500.0,6,37
858,6,23,3.9,933,1616,1350.0,1,31
859,16,23,3.8,40,1736,700.0,6,85
860,9,0,3.5,30,102,300.0,6,87
861,94,7,3.5,28,775,2000.0,1,82
862,45,14,4.2,93,448,400.0,6,72
863,42,24,4.1,680,1747,1500.0,1,50
864,68,23,3.8,383,275,600.0,3,39
865,90,80,0.0,0,1303,0.0,3,0
866,85,23,3.8,89,1695,800.0,6,78
867,45,69,3.5,53,200,300.0,1,71
868,94,69,3.9,71,868,200.0,3,71
869,6,21,3.8,164,2478,650.0,5,43
870,17,23,3.9,256,1348,500.0,1,35
871,41,69,3.8,391,2066,350.0,1,30
872,5,23,3.7,393,1114,500.0,1,34
873,13,23,4.0,486,921,500.0,1,33
874,45,69,4.2,466,1034,300.0,1,43
875,28,23,3.9,589,2414,700.0,1,36
876,92,69,0.0,0,874,200.0,3,0
877,24,23,3.3,106,1581,350.0,7,31
878,5,23,3.9,142,1377,600.0,1,51
879,31,69,0.0,0,874,500.0,5,0
880,9,80,3.5,13,1954,0.0,6,69
881,32,23,4.0,127,1736,700.0,6,37
882,90,23,4.3,1371,1861,1200.0,1,56
883,90,14,4.0,521,462,550.0,6,44
884,44,35,4.3,119,814,300.0,5,76
885,90,23,3.8,761,1788,900.0,7,19
886,9,23,4.0,468,1841,1200.0,1,53
887,90,23,3.9,63,143,900.0,1,80
888,0,24,3.9,325,731,1100.0,1,36
889,31,69,3.6,26,2076,400.0,6,85
890,58,7,3.7,73,1610,1700.0,1,86
891,60,80,3.7,57,1326,0.0,5,85
892,85,7,4.0,777,1609,1800.0,1,51
893,90,7,4.7,170,780,1800.0,6,82
894,95,14,4.2,193,339,500.0,1,74
895,5,69,3.4,27,940,300.0,6,77
896,37,24,0.0,0,1612,600.0,1,0
897,21,80,3.3,13,579,0.0,1,69
898,80,23,3.8,139,1069,1800.0,1,42
899,5,78,4.0,470,1453,300.0,1,40
900,68,23,3.4,169,601,600.0,1,40
901,45,69,2.9,348,942,500.0,6,20
902,90,7,3.8,542,1100,1500.0,1,31
903,64,34,0.0,0,1365,0.0,3,0
904,94,24,3.7,91,1421,1100.0,6,51
905,45,69,3.8,1176,627,450.0,5,39
906,5,80,3.3,10,168,0.0,5,90
907,45,80,3.7,36,865,0.0,5,94
908,60,24,3.7,139,1702,1000.0,1,54
909,6,34,0.0,0,579,0.0,3,0
910,44,35,4.0,53,1166,400.0,6,67
911,28,23,3.9,128,2110,550.0,1,46
912,92,69,3.4,18,200,250.0,6,88
913,64,69,4.2,185,1420,500.0,6,65
914,22,34,3.5,20,1581,0.0,5,95
915,45,34,3.4,11,102,0.0,3,82
916,60,80,3.6,23,479,0.0,3,100
917,6,79,4.4,354,2503,0.0,5,74
918,90,23,3.7,907,1505,700.0,1,32
919,17,24,3.8,296,1532,1500.0,1,25
920,41,23,3.8,333,1762,700.0,1,37
921,13,23,3.9,586,640,550.0,1,18
922,52,23,4.2,417,2376,300.0,4,49
923,90,34,3.5,29,1648,0.0,3,87
924,90,69,0.0,0,550,650.0,6,0
925,45,23,3.8,725,479,650.0,5,31
926,45,69,4.0,211,1465,250.0,3,38
927,28,23,3.8,684,2027,800.0,1,31
928,41,69,3.7,105,241,300.0,3,62
929,37,69,4.0,62,865,300.0,5,76
930,4,69,3.5,56,1193,400.0,3,68
931,45,69,3.7,351,1479,300.0,3,31
932,45,69,4.0,257,2202,550.0,6,66
933,41,35,3.7,65,1177,200.0,3,98
934,28,56,3.8,475,1609,1300.0,1,25
935,45,19,4.4,869,423,800.0,6,55
936,45,69,0.0,0,865,200.0,3,0
937,42,69,3.6,44,307,300.0,5,74
938,90,23,4.2,1709,2006,2000.0,1,51
939,58,45,4.6,444,499,2500.0,1,60
940,94,7,4.0,675,774,1500.0,1,67
941,28,23,4.0,871,1034,500.0,1,27
942,33,23,4.0,727,968,600.0,1,29
943,41,79,0.0,0,1517,0.0,1,0
944,17,69,0.0,0,2463,100.0,3,0
945,94,69,4.2,370,874,1100.0,1,77
946,36,80,3.2,189,1581,0.0,5,36
947,17,24,3.6,197,1772,1000.0,7,31
948,37,35,4.0,202,945,350.0,1,57
949,6,69,3.8,268,1052,350.0,5,29
950,6,7,3.4,247,1767,1100.0,1,23
951,31,24,3.8,546,70,1600.0,1,28
952,37,24,3.9,395,1683,1000.0,1,44
953,58,58,4.0,1332,1850,1600.0,6,27
954,0,23,3.7,99,579,500.0,6,42
955,2,23,4.0,79,1299,1200.0,1,70
956,20,24,3.4,16,750,1500.0,1,69
957,66,34,3.4,16,1133,0.0,5,50
958,60,23,3.8,173,1788,500.0,6,51
959,31,69,3.7,227,528,400.0,6,41
960,32,23,4.2,441,2112,1800.0,1,48
961,35,79,3.5,20,479,0.0,3,100
962,58,23,3.9,250,1387,650.0,1,47
963,44,7,3.9,582,765,1500.0,1,49
964,2,23,4.1,450,1298,1100.0,1,44
965,26,23,3.8,843,1767,800.0,7,19
966,97,55,0.0,0,1464,200.0,3,0
967,94,12,3.3,12,177,400.0,6,84
968,45,69,3.3,14,1472,250.0,6,43
969,60,69,3.7,58,200,400.0,3,93
970,41,69,3.8,91,1036,400.0,3,59
971,32,69,4.3,290,2198,500.0,5,72
972,39,23,4.2,782,1194,900.0,1,53
973,13,69,4.0,152,865,350.0,6,42
974,35,23,4.1,750,480,600.0,6,43
975,5,23,3.5,367,1531,1300.0,1,22
976,31,69,0.0,0,1517,300.0,5,0
977,35,7,4.1,369,748,1400.0,1,48
978,94,80,0.0,0,2012,0.0,3,0
979,2,69,3.9,163,727,600.0,6,78
980,25,23,3.9,691,479,800.0,1,31
981,58,56,4.0,699,1071,4200.0,6,47
982,26,69,3.9,243,1581,200.0,5,33
983,6,23,3.8,543,74,850.0,1,30
984,44,18,4.3,205,474,800.0,1,57
985,67,23,3.8,533,1597,600.0,1,33
986,90,25,4.1,126,841,700.0,6,66
987,21,69,3.0,21,2558,500.0,5,61
988,31,34,4.1,45,2501,0.0,5,71
989,64,23,3.6,32,1940,850.0,6,50
990,78,14,3.9,536,431,800.0,6,37
991,45,23,4.0,648,853,1500.0,6,26
992,17,23,4.1,1569,1825,1000.0,8,70
993,94,80,4.1,151,2282,0.0,6,79
994,76,23,4.3,483,1556,700.0,6,59
995,42,23,4.0,529,1789,800.0,1,50
996,42,23,3.8,97,575,600.0,6,48
997,41,34,3.4,17,1284,0.0,3,100
998,69,34,0.0,0,1551,0.0,5,0
999,4,69,0.0,0,2234,200.0,5,0
1000,41,69,3.3,11,313,300.0,5,91
1001,94,34,3.1,15,2011,0.0,6,93
1002,5,24,3.9,45,2324,1200.0,1,58
1003,37,23,3.2,7,1717,900.0,6,86
1004,84,69,2.7,13,1320,300.0,6,92
1005,61,69,3.7,87,2305,250.0,6,59
1006,26,69,3.4,16,879,400.0,6,100
1007,34,34,3.8,92,735,0.0,3,64
1008,84,23,3.1,334,2113,550.0,6,35
1009,89,69,3.9,215,479,400.0,1,49
1010,45,23,3.7,174,792,1000.0,1,33
1011,45,35,4.2,375,1164,250.0,3,61
1012,77,23,3.6,113,1758,600.0,1,52
1013,35,41,4.3,663,814,450.0,6,53
1014,90,69,4.0,399,159,400.0,5,46
1015,5,69,4.2,1010,2351,250.0,5,41
1016,61,23,3.9,196,603,600.0,6,48
1017,94,69,3.5,241,1581,550.0,6,57
1018,19,34,4.2,96,1435,0.0,6,47
1019,41,69,3.8,133,1581,300.0,5,77
1020,5,23,3.8,80,1581,400.0,1,77
1021,5,7,4.0,1514,754,1400.0,1,30
1022,84,23,3.9,289,2130,750.0,1,33
1023,45,23,3.6,91,1707,500.0,6,29
1024,17,23,4.4,279,1388,700.0,6,71
1025,42,23,3.8,543,1746,750.0,1,38
1026,37,69,3.7,39,865,250.0,3,95
1027,44,69,0.0,0,1276,500.0,5,0
1028,32,80,4.2,39,486,0.0,1,77
1029,45,23,3.7,116,2116,500.0,1,32
1030,90,35,4.5,230,814,150.0,5,68
1031,45,7,4.2,276,1098,1500.0,1,64
1033,41,34,3.9,44,275,0.0,1,70
1034,80,23,3.9,371,1609,800.0,1,29
1035,31,23,3.7,177,1581,500.0,1,36
1036,42,23,4.1,58,2308,700.0,6,82
1037,90,23,4.2,65,57,2000.0,1,95
1038,41,69,3.6,26,865,400.0,6,100
1039,37,34,0.0,0,2476,0.0,3,0
1040,90,0,4.2,68,102,200.0,6,78
1041,68,80,4.1,143,1937,0.0,5,94
1042,80,69,3.5,20,176,400.0,6,80
1043,53,69,3.3,47,494,400.0,6,70
1044,73,80,3.3,8,1018,0.0,5,100
1045,37,69,3.4,14,1517,350.0,5,93
1046,74,34,3.6,14,2351,0.0,5,50
1047,90,35,4.4,194,1164,400.0,6,56
1048,35,0,4.0,124,102,450.0,5,94
1049,32,47,3.9,683,1517,300.0,5,48
1050,75,3,4.1,479,116,400.0,6,41
1051,36,23,3.8,546,813,1000.0,1,44
1052,32,23,3.9,338,920,700.0,1,30
1053,50,35,3.7,32,830,200.0,6,91
1054,61,23,4.0,497,2198,600.0,8,44
1055,2,23,3.8,221,1517,300.0,5,32
1056,31,69,3.9,121,1449,250.0,6,83
1057,90,69,0.0,0,2340,550.0,6,0
1058,90,23,3.8,310,573,650.0,6,37
1059,66,69,3.7,45,705,200.0,6,89
1060,96,34,3.5,26,313,0.0,3,100
1061,51,23,3.9,603,2311,1000.0,1,19
1062,26,23,3.5,67,1517,1000.0,1,41
1063,33,23,3.7,165,1326,500.0,5,51
1064,6,14,4.1,136,384,600.0,1,69
1065,32,0,2.9,13,102,350.0,6,70
1066,41,34,0.0,0,2337,0.0,3,0
1067,94,23,4.1,163,1558,850.0,6,52
1068,13,35,4.5,652,1159,200.0,1,62
1069,32,7,3.9,1500,1581,1600.0,6,49
1070,64,24,3.8,373,2346,1000.0,1,31
1071,46,34,0.0,0,2351,0.0,5,0
1072,61,34,0.0,0,1951,0.0,5,0
1073,45,69,0.0,0,516,300.0,6,0
1074,50,69,0.0,0,1326,250.0,6,0
1075,94,69,3.5,15,2519,200.0,6,79
1076,60,80,3.1,7,1677,0.0,5,100
1077,34,80,3.6,22,2157,0.0,3,86
1078,31,69,3.7,81,1707,150.0,6,96
1079,53,69,3.6,44,1963,300.0,3,90
1080,73,23,2.9,31,579,500.0,6,51
1081,32,69,3.6,240,1770,600.0,6,57
1082,45,69,3.7,119,1326,400.0,5,53
1083,65,23,3.3,442,1786,600.0,1,17
1084,2,23,3.8,272,2232,450.0,1,40
1085,94,23,4.0,952,1323,1000.0,6,54
1086,13,76,4.3,207,1451,100.0,1,50
1087,49,0,4.3,422,106,150.0,5,52
1088,61,23,3.9,426,2427,600.0,1,30
1089,68,23,3.8,110,1793,600.0,1,45
1090,58,45,4.0,329,1500,4000.0,1,43
1091,5,69,4.0,350,2463,150.0,5,37
1092,5,23,4.2,266,1416,800.0,1,49
1093,37,69,3.8,105,1365,350.0,1,56
1094,9,35,3.9,72,1164,200.0,5,63
1095,7,69,0.0,0,479,400.0,5,0
1096,31,69,3.6,74,2205,550.0,6,60
1097,45,69,3.9,58,1517,400.0,6,67
1098,45,69,3.5,40,264,400.0,6,86
1099,2,76,3.7,199,1451,400.0,1,26
1100,4,23,4.1,684,690,800.0,6,46
1101,64,69,3.6,307,2409,450.0,1,33
1102,4,35,3.7,59,1167,250.0,6,67
1103,95,36,3.9,188,815,250.0,7,42
1104,32,80,3.2,8,865,0.0,5,100
1105,45,5,0.0,0,127,800.0,3,0
1106,26,79,4.5,467,2463,0.0,5,62
1107,44,58,4.2,114,1075,1800.0,1,68
1108,26,69,4.3,383,2463,100.0,3,46
1109,35,23,3.7,1332,2131,700.0,1,18
1110,44,23,3.8,561,1517,1000.0,1,29
1111,45,80,4.0,75,1951,0.0,5,93
1112,94,34,3.2,8,1517,0.0,5,100
1113,12,69,3.3,9,874,300.0,3,89
1114,36,34,0.0,0,865,0.0,5,0
1115,17,69,0.0,0,524,300.0,3,0
1116,32,69,0.0,0,479,300.0,3,0
1117,42,14,3.5,55,404,450.0,6,59
1118,31,69,3.3,17,2351,300.0,6,34
1119,45,69,4.0,112,874,500.0,6,71
1120,41,7,4.0,94,1826,1600.0,6,62
1121,58,7,3.9,18,719,1600.0,6,78
1122,94,23,3.5,19,1056,600.0,6,79
1123,68,23,3.3,18,1156,450.0,6,38
1124,32,69,3.7,18,1148,400.0,5,44
1125,31,24,3.6,45,1831,1200.0,1,62
1126,94,35,3.9,170,831,400.0,3,60
1127,20,69,4.0,664,682,800.0,1,37
1128,45,0,3.6,32,102,400.0,3,62
1129,31,69,3.8,120,1951,500.0,5,49
1130,6,69,4.1,177,1324,600.0,6,53
1131,98,23,3.9,335,257,400.0,1,41
1132,13,23,3.8,311,1736,450.0,5,32
1133,5,23,3.0,163,1767,900.0,1,23
1134,53,23,3.9,863,1326,1100.0,1,32
1135,45,69,3.6,496,1581,500.0,1,30
1136,5,14,4.0,465,374,700.0,6,32
1137,36,69,3.6,142,1951,350.0,1,41
1138,33,23,3.6,338,2113,550.0,7,22
1139,41,69,3.4,15,1517,650.0,6,86
1140,13,69,3.7,155,2016,600.0,1,48
1141,5,23,2.6,458,1002,500.0,7,20
1142,94,24,3.7,55,1655,900.0,1,73
1143,45,23,3.7,1060,2351,500.0,5,23
1144,45,69,4.0,429,1867,450.0,1,34
1145,5,23,3.9,89,1325,750.0,5,75
1146,97,69,2.8,36,200,400.0,5,33
1147,92,34,3.6,58,987,0.0,5,91
1148,94,14,4.2,76,454,300.0,6,90
1149,86,23,3.6,389,1681,1200.0,1,30
1150,25,80,4.3,243,865,0.0,5,63
1151,5,34,3.6,12,102,0.0,3,83
1152,50,69,0.0,0,2504,250.0,5,0
1153,69,34,3.7,46,1648,0.0,5,75
1154,93,69,3.2,7,1048,200.0,6,100
1155,93,80,0.0,0,264,0.0,3,0
1156,73,80,0.0,0,1763,0.0,3,0
1157,94,69,3.3,13,865,500.0,3,100
1158,41,69,4.0,118,1517,500.0,6,83
1159,45,69,3.3,13,479,350.0,5,92
1160,32,69,3.6,15,20,200.0,6,93
1161,90,14,3.6,12,724,500.0,1,75
1162,71,47,3.2,9,1288,400.0,3,100
1163,17,73,3.6,99,948,350.0,1,47
1164,13,69,3.7,105,1213,400.0,1,44
1165,5,69,3.5,39,682,300.0,2,46
1166,42,69,3.8,115,2016,550.0,6,60
1167,37,69,3.4,106,46,500.0,6,62
1168,75,69,4.2,120,1022,300.0,3,70
1169,34,50,4.0,201,2476,250.0,5,49
1170,37,69,3.6,113,1483,200.0,5,32
1171,2,69,3.7,106,1365,650.0,5,45
1172,36,23,3.8,382,1326,500.0,6,49
1173,68,23,2.9,256,2127,650.0,6,27
1174,26,23,3.9,495,1878,600.0,1,29
1175,94,69,0.0,0,1609,600.0,6,0
1176,41,23,3.7,50,1526,1500.0,1,48
1177,45,69,2.8,13,865,300.0,6,46
1178,13,69,3.7,433,1736,600.0,5,41
1179,75,69,3.9,197,1951,400.0,5,45
1180,45,55,0.0,0,1464,150.0,3,0
1181,53,23,4.0,553,1736,800.0,6,57
1182,12,23,4.1,235,1863,2500.0,1,56
1183,44,35,4.4,235,102,300.0,5,63
1184,61,69,3.9,627,2157,300.0,6,25
1185,5,14,4.5,891,347,250.0,6,66
1186,2,69,3.8,301,2398,400.0,5,38
1187,45,80,0.0,0,559,0.0,5,0
1188,41,34,0.0,0,736,0.0,5,0
1189,69,34,0.0,0,335,0.0,5,0
1190,5,34,3.3,10,2256,0.0,6,70
1191,97,69,3.8,104,2060,400.0,6,59
1192,94,34,3.0,10,1481,0.0,6,90
1193,90,23,3.8,69,683,1600.0,6,40
1194,20,34,3.4,28,1569,0.0,1,51
1195,90,69,3.9,80,197,250.0,5,68
1196,17,23,3.4,28,1603,800.0,1,57
1197,71,23,3.7,63,2343,700.0,6,60
1198,5,7,3.9,531,132,1300.0,6,36
1199,26,23,3.6,143,2090,1100.0,1,18
1200,26,23,3.6,405,483,1200.0,1,20
1201,42,23,4.0,391,1581,900.0,1,35
1202,6,23,3.8,171,2327,1500.0,6,41
1203,90,23,3.8,656,1581,500.0,1,26
